File,Meth,FSize,MDepth,MSize,Entropy
book2,AmnesiaSM1PF,610856,8,8192,2175035
book2,AmnesiaSMUKN,610856,8,8192,2175695
book2,AmnesiaPPMDP,610856,8,8192,2149187
book2,AmnesiaPPMDPFull,610856,8,8192,2253494
book2,HashCTW,610856,8,16384,1826716
book2,HashSM1PF,610856,8,16384,2277980
book2,HashSMUKN,610856,8,16384,2521719
book2,HashPPMDP,610856,8,16384,2348789
book2,HashPPMDPFull,610856,8,16384,2695247
book2,FNVHashCTW,610856,8,16384,1809896
book2,FNVHashSM1PF,610856,8,16384,2277276
book2,FNVHashSMUKN,610856,8,16384,2521903
